gotu	covered_length	total_length	coverage_ratio	strain
G001707835	178	5750243	3.095521354488845e-05	Planctopirus sp. JC280 ASM170783v1
G000192965	178	1814430	9.810243437332937e-05	Moraxella catarrhalis 12P80B1
G000759865	178	1685398	0.00010561303620865814	Prochlorococcus marinus str. MIT 9116
G001799745	178	2306322	7.71791623199189e-05	Elusimicrobia bacterium GWC2_51_8 ASM179974v1
G001643535	177	1253275	0.00014122997745905728	candidate division NC10 bacterium SPGG6 ASM164353v1
G000382145	177	3176011	5.5730285568910184e-05	Psychrobacter lutiphocae DSM 21542
G000253295	177	4757528	3.720419511981853e-05	Hyphomicrobium sp. MC1 ASM25329v1
G000827695	177	2543164	6.959834285166037e-05	Capnocytophaga canis CcD95
G000192945	177	1856042	9.536422128378561e-05	Moraxella catarrhalis 46P47B1
G001805205	177	2053697	8.618603425919209e-05	Nitrospirae bacterium RIFCSPLOW2_12_42_9 ASM180520v1
G900099815	176	2973500	5.918950731461241e-05	Psychroflexus sediminis DSM 19803
G000565075	176	1604536	0.00010968903159542696	Atopobium sp. BS2 AspBS2v1.0
G000520955	176	5262767	3.344248377326984e-05	Aquimarina pacifica SW150
G000564995	176	1557083	0.00011303186792226234	Atopobium sp. ICM42b AspICM42bv1.0
G002020875	176	3563444	4.939042117681659e-05	Solemya velesiana gill symbiont isolate Sveles-Q1
G000758945	176	1527867	0.00011519327271287357	Atopobium parvulum DNF00906
G000243235	176	3966857	4.4367618999121976e-05	Gillisia limnaea DSM 15749
G000174015	176	1626291	0.00010822171431804026	Atopobium rimae ATCC 49626
G001914375	176	1641674	0.000107207642930326	Candidatus Methylomirabilis sp. BIN6 ASM191437v1
G001632025	175	2440679	7.170135851539674e-05	Prochlorococcus marinus str. MIT 1323
G000964365	175	3862273	4.5310106250904584e-05	Acidisphaera rubrifaciens HS-AP3
G001899315	175	5494645	3.184919134903165e-05	Candidatus Obscuribacter phosphatis isolate EBPR_351
G000807855	175	6610326	2.6473732157839116e-05	Flammeovirga pacifica WPAGA1
G000347575	175	2252356	7.769642099206342e-05	Candidatus Caldatribacterium saccharofermentans OP9-77CS
G001698445	174	4583806	3.795972168106591e-05	Limnothrix sp. P13C2 ASM169844v1
G000017465	174	1971270	8.826796938014579e-05	Campylobacter curvus 525.92
G000218785	174	2591567	6.714084567367929e-05	Idiomarina sp. A28L A28LD_1.0
G001577215	174	1175592	0.00014801053426699058	Marinimicrobia bacterium TCS52 ASM157721v1
G001483845	174	2127266	8.179513046323308e-05	Campylobacter coli OR12
G000429165	173	4270516	4.051032708927914e-05	Acetobacter nitrogenifigens DSM 23921 = LMG 23498 DSM 23921
G000430645	173	6245252	2.7701043929052024e-05	Aquimarina latercula DSM 2041
G000260835	173	3086951	5.60423537659004e-05	Imtechella halotolerans K1
G000943555	173	4020819	4.302606011362362e-05	Tamlana nanhaiensis FHC16
G000764755	173	4692319	3.686876361134015e-05	Algibacter lectus JCM 19300
G001890975	172	5826181	2.9521911523174443e-05	Roseofilum reptotaenium AO1-A
G000969945	172	4553495	3.7773183016562e-05	Methanosarcina sp. Kolksee ASM96994v1
G000433175	172	2720906	6.321423819860003e-05	Prevotella sp. CAG:1058 MGS1058
G001006805	172	9172134	1.8752451719523504e-05	Microvirga massiliensis JC119
G000613845	171	3147416	5.433028236496224e-05	Asaia astilbis JCM 15831
G900142565	171	3443921	4.965270690007117e-05	Chishuiella changwenlii DSM 27989
G001873715	171	2430873	7.034509824248326e-05	Thiomicrospira sp. CG2_30_44_34 ASM187371v1
G000963705	171	3832037	4.4623786252585767e-05	Elstera litoralis Dia-1
G000585415	170	2548011	6.671870725832816e-05	Sphingomonas jaspsi DSM 18422
G000970265	170	4139808	4.1064706382518225e-05	Methanosarcina lacustris Z-7289
G900114715	170	3516738	4.834025167641149e-05	Salibacterium qingdaonense CGMCC 1.6134
G000952155	170	5265703	3.228438823837957e-05	Aliterella atlantica CENA595
G001050275	170	3687036	4.610749664500157e-05	Leptolinea tardivitalis YMTK-2 ASM105027v1
G000308315	169	3374751	5.007776870056487e-05	Legionella tunisiensis LegM
G001314865	169	5928357	2.85070551587902e-05	Phormidesmis priestleyi Ana
G900115315	169	2655673	6.363735294217322e-05	Capnocytophaga haemolytica DSM 11385
G000617865	169	3690031	4.57990732327181e-05	Acidomonas methanolica NBRC 104435 MB58
G001897535	169	3123620	5.410389227883033e-05	Bacteroidetes bacterium 37-13 ASM189753v1
G001997265	169	1879987	8.989423863037351e-05	Moraxella catarrhalis CDPH_C53
G001306095	169	3676575	4.5966694545874894e-05	Leptolinea tardivitalis YMTK-2 ASM130609v1
G000425645	168	3089149	5.4383909613942224e-05	Gaetbulibacter saemankumensis DSM 17032
G000169395	168	3582902	4.688936510125033e-05	Rhodobacteraceae bacterium HTCC2150 ASM16939v1
G900129305	168	4239823	3.962429563686975e-05	Desulfacinum infernum DSM 9756
G900115015	168	3265911	5.1440470974254966e-05	Algoriella xinjiangensis XJ109
G000297255	168	3888104	4.3208720754383115e-05	Nitrolancea hollandica Lb
G000382225	168	4253037	3.9501184682851335e-05	Hymenobacter aerophilus DSM 13606
G000471625	168	3216409	5.223216326033163e-05	Psychrobacter aquaticus CMS 56
G001932165	168	1835603	9.152305809044767e-05	Bartonella henselae A233
G000384475	168	4453493	3.772319839730297e-05	Methylopila sp. M107 ASM38447v1
G000826655	168	3945764	4.257730568782117e-05	Psychroserpens damuponensis JCM 17632
G000429125	168	4042904	4.1554288699410124e-05	Aequorivita capsosiphonis DSM 23843
G001559035	167	1443404	0.00011569872329576473	Bartonella bacilliformis ATCC 35685D-5
G000024465	167	2753527	6.0649487003396006e-05	Candidatus Puniceispirillum marinum IMCC1322
G000732535	167	4282309	3.8997652901740626e-05	Salinisphaera hydrothermalis C41B8
G001899005	167	4184439	3.9909770461464485e-05	Chloroflexi bacterium 44-23 ASM189900v1
G000963905	166	3553185	4.6718648198728744e-05	Acetobacter aceti NBRC 14818 ASM96390v1
G000193025	166	1912542	8.67954795241098e-05	Moraxella catarrhalis BC8
G000314995	166	5964456	2.7831540713855548e-05	Paraglaciecola arctica BSs20135
G000429325	166	4705742	3.5276052108254126e-05	Desulfovibrio putealis DSM 16056
G001418205	166	4189249	3.962524070543432e-05	Marinomonas fungiae JCM 18476 ASM141820v1
G000520995	166	6056208	2.7409890809562682e-05	Aquimarina macrocephali JAMB N27
G900142455	166	3242118	5.120109755412974e-05	Fibrobacter sp. UWOS IMG-taxon 2700988678 annotated assembly
G001679155	166	2194559	7.564162093614253e-05	Moraxella nonliquefaciens CCUG 60284
G000334405	165	638184	0.00025854612462863376	Blattabacterium sp. (Blatta orientalis) str. Tarazona
G000331225	165	3131544	5.268966362918739e-05	Sandarakinorhabdus sp. AAP62 SanAAP62ver1.0
G001656385	165	1954639	8.441456453084176e-05	Moraxella catarrhalis C031
G000434835	165	1144379	0.00014418300230954954	Clostridium sp. CAG:594 MGS594
G000742475	165	1115609	0.00014790128082509195	Candidatus Hepatobacter penaei NHPB
G000964225	164	2687370	6.102620777935305e-05	Acetobacter syzygii 9H-2
G001441535	164	2902267	5.650755082147852e-05	Altererythrobacter troitsensis JCM 17037
G001803765	164	3857978	4.250931446472738e-05	Nitrospirae bacterium GWD2_57_9 ASM180376v1
G000152865	164	3266173	5.0211669743152e-05	Erythrobacter sp. NAP1 ASM15286v1
G001886695	164	2724951	6.0184568456460315e-05	Erythrobacter gangjinensis JCM 15420
G002002625	164	3384337	4.845853116873408e-05	Legionella pneumophila subsp. pneumophila str. Mississauga
G001580615	164	3833476	4.278101649782078e-05	Acetobacter malorum LMG 1746
G000619805	164	1610181	0.00010185190360586792	Sulfurihydrogenibium subterraneum DSM 15120
G900061685	164	3363398	4.8760212142601026e-05	Legionella pneumophila 2531STDY5467461
G000014045	164	4331234	3.786449773898154e-05	Roseobacter denitrificans OCh 114
G000381585	164	6250814	2.6236582947436926e-05	Acidobacteriaceae bacterium KBS 83 ASM38158v1
G000423365	163	3539530	4.60513118973423e-05	Maritalea myrionectae DSM 19524
G001439665	163	4292461	3.7973554098686046e-05	Formosa algae KMM 3553
G000283015	162	3384849	4.786033291293053e-05	Arenitalea lutea P7-3-5
G000312185	162	5185041	3.124372594160779e-05	Microcystis aeruginosa PCC 9443
G000709735	162	1429421	0.00011333260110212457	Bartonella bacilliformis Hosp800-02
G000231445	162	2454778	6.599374770345831e-05	Commensalibacter intestini A911
G900061655	162	3364319	4.815238982985858e-05	Legionella pneumophila 2531STDY5467455
G001715285	162	832755	0.00019453500729506277	Gammaproteobacteria bacterium 2W06 ASM171528v1
G001798605	162	6365462	2.544984166113944e-05	Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15 ASM179860v1
G000224765	162	4255983	3.806406181603639e-05	SAR324 cluster bacterium JCVI-SC AAA005 sar324_mda
G000278275	162	2260792	7.16563045162934e-05	Bartonella tamiae Th239
G000179775	162	3731054	4.341936621662404e-05	Ahrensia sp. R2A130 ASM17977v1
G001798655	162	6510817	2.4881669996253926e-05	Deltaproteobacteria bacterium RIFOXYB12_FULL_58_9 ASM179865v1
G001677435	162	4059891	3.990254910784551e-05	Woeseia oceani XK5
G000012465	161	1842899	8.736235680848489e-05	Prochlorococcus marinus str. NATL2A
G000186705	161	3117324	5.164686121814736e-05	Citromicrobium sp. JLT1363 ASM18670v1
G001719165	161	3251353	4.951784687789976e-05	Erythrobacter litoralis DSM 8509 ASM171916v1
G000709855	161	1413194	0.0001139263257556995	Bartonella bacilliformis Ver075
G000422985	161	2954426	5.4494510947304144e-05	Porphyrobacter cryptus DSM 12079
G000745845	160	6630821	2.4129742003290393e-05	Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933 ASM74584v1
G900128895	160	3547928	4.509674378961467e-05	Sphingorhabdus marina DSM 22363
G000426705	160	3949848	4.050788789847103e-05	Spirochaeta cellobiosiphila DSM 17781
G001924935	159	3974626	4.0003763876148346e-05	Pseudoalteromonas haloplanktis ATCC 700530
G001039555	159	4683052	3.395221748552013e-05	Crocosphaera watsonii WH 8502
G000385055	159	1309253	0.00012144329629185498	gamma proteobacterium SCGC AAA168-P09 ASM38505v1
G000306255	159	4710917	3.37513906528177e-05	Leptospira noguchii serovar Panama str. CZ214
G000312265	159	5011016	3.1730092260731155e-05	Microcystis aeruginosa PCC 9809
G001314745	158	3533026	4.4720871004062805e-05	Halomonas sp. HL-93 ASM131474v1
G001600985	158	3428293	4.6087075987962526e-05	Legionella pneumophila NY30
G001629415	158	2483502	6.361984004844772e-05	Gammaproteobacteria bacterium REDSEA-S14_B7 ASM162941v1
G900142575	158	8164374	1.9352371657643318e-05	Streptomyces paucisporeus CGMCC 4.2025
G001601235	157	3398340	4.619902658356727e-05	Legionella pneumophila NY4
G000478965	157	2214431	7.08985739451805e-05	Megasphaera sp. BV3C16-1 MspBV3C16-1v1.0
G001050255	157	4084597	3.8437084490832264e-05	Levilinea saccharolytica KIBI-1 ASM105025v1
G001276715	157	7066705	2.221686061608628e-05	Planktothricoides sp. SR001 ASM127671v1
G000367345	157	4486420	3.4994494496725676e-05	Sphingobium xenophagum NBRC 107872
G000518205	157	2067037	7.595413144515555e-05	Facklamia sourekii ATCC 700629
G000518245	157	3420763	4.5896193334644933e-05	Brachyspira alvinipulli ATCC 51933
G000421065	156	6136933	2.5419863635467423e-05	Acidobacteriaceae bacterium TAA166 TAA 166
G000466165	156	2366015	6.593364792699962e-05	Actinobaculum sp. oral taxon 183 str. F0552
G001509335	156	2030215	7.683915250355258e-05	Marinimicrobia bacterium 46_43 ASM150933v1
G000209815	156	3164379	4.929877236576276e-05	Butyrivibrio fibrisolvens 16/4
G000220585	156	3704661	4.210911605677281e-05	Mesoflavibacter zeaxanthinifaciens S86
G001311825	156	3565101	4.3757526084113746e-05	Desulfovibrio brasiliensis JCM 12178
G000429645	156	5455784	2.859350736759373e-05	Niveispirillum irakense DSM 11586
G000312285	156	4755998	3.280068662770674e-05	Microcystis aeruginosa PCC 9701
G001904615	155	4065636	3.812441645046433e-05	Limnothrix rosea IAM M-220
G900156605	155	4638036	3.3419318004431185e-05	Insolitispirillum peregrinum DSM 11589
G900107645	155	3744894	4.138968953460365e-05	Desulfuromusa kysingii DSM 7343
G000196815	155	4317083	3.59038730550235e-05	Nitrospira defluvii ASM19681v1
G001631935	155	3087928	5.019547087885469e-05	Synechococcus sp. MIT S9509 ASM163193v1
G001508575	154	2118879	7.267994066673935e-05	candidate division TA06 bacterium 34_109 ASM150857v1
G001418035	154	2848002	5.4072995735255805e-05	Gulbenkiania indica DSM 17901 ASM141803v1
G000316605	154	5125950	3.0043211502258117e-05	Leptolyngbya sp. PCC 7376 ASM31660v1
G900109685	154	8387119	1.836148980359048e-05	Chitinophaga rupis DSM 21039
G000422825	154	4060447	3.79268587916552e-05	Nocardioides insulae DSM 17944
G000744465	154	4980720	3.091922452978686e-05	Caulobacter henricii OK261
G000433255	154	1201573	0.0001281653299466616	Coprobacillus sp. CAG:605 MGS605
G900155985	154	4511475	3.413517751954738e-05	Maribacter ulvicola DSM 15366
G001010945	154	2887216	5.3338579448160444e-05	Erythrobacter luteus KA37
G001705725	153	3812971	4.0126190311964086e-05	Acidithiobacillus thiooxidans BY-02
G001705625	153	3854140	3.969757196157898e-05	Acidithiobacillus thiooxidans DMC
G001679105	153	1909123	8.014151000223663e-05	Moraxella catarrhalis CCUG 18283
G000961655	153	5997605	2.5510182814640177e-05	Desulfatitalea sp. BRH_c12 41k
G001001645	153	1024038	0.00014940851804327575	Candidatus Uhrbacteria bacterium GW2011_GWE2_45_35 ASM100164v1
G000473895	153	4153658	3.683500182248996e-05	Rubidibacter lacunae KORDI 51-2
G001467785	153	3061150	4.998121620959443e-05	Legionella israelensis Bercovier 4
G001705805	153	3946855	3.876504203980131e-05	Acidithiobacillus thiooxidans DXS-W
G001784585	153	1942096	7.878086356184247e-05	Candidatus Melainabacteria bacterium RIFCSPLOWO2_02_FULL_35_15 ASM178458v1
G000336495	153	4008085	3.8172843140801656e-05	Pseudoalteromonas ruthenica CP76
G000478645	153	1759976	8.69330036318677e-05	Latescibacteria bacterium SCGC AAA252-B13 ASM47864v1
G000709875	153	1417443	0.00010794084841506855	Bartonella bacilliformis CAR600-02
G001626275	153	4341546	3.5240902664626844e-05	Alteromonas macleodii isolate REDSEA-S09_B2
G000755265	153	3260523	4.69249871876383e-05	Nonlabens ulvanivorans JCM 19297
G000767275	152	2237377	6.793669551443498e-05	Fervidobacterium islandicum AW-1
G000238275	152	3998432	3.801490184152188e-05	Pseudoalteromonas undina DSM 6065 NCIMB 2128
G001876005	152	2372854	6.40578813530036e-05	Corynebacterium diphtheriae ST395-KZN-2015-45262
G000691685	152	2532319	6.002403330702017e-05	Fusobacterium necrophorum BFTR-1
G000148485	152	2384880	6.373486297004461e-05	Mobiluncus mulieris FB024-16
G000235405	152	2166381	7.016309688831281e-05	Fervidobacterium pennivorans DSM 9078
G001932175	152	1837815	8.270691010792708e-05	Bartonella henselae A121
G900054435	152	3448094	4.408232490181532e-05	Legionella pneumophila 2532STDY5467653
G000017545	152	1948941	7.799107310072496e-05	Fervidobacterium nodosum Rt17-B1
G000332315	152	5646343	2.6920079067105913e-05	Prochlorothrix hollandica PCC 9006 = CALU 1027 PCC 9006
G001567505	152	2971784	5.114772809867743e-05	Acidobacteria bacterium OLB17 ASM156750v1
G000220565	152	4649474	3.269187009111138e-05	Oceanicola sp. S124 ASM22056v2
G000425405	152	4930960	3.082564044324026e-05	Ferrimonas kyonanensis DSM 18153
G001638255	152	1443667	0.00010528743816960559	Streptococcus pyogenes SST2090-1
G000686705	152	4101506	3.705955812328447e-05	Clostridium hydrogeniformans DSM 21757
G001968815	151	6003883	2.515039017249337e-05	Motiliproteus sp. MSK22-1 ASM196881v1
G001720395	151	3897429	3.874348961841255e-05	Piscirickettsia litoralis Y2
G000830985	151	3975896	3.797886061406033e-05	Marinobacter similis A3d10
G000274945	151	1650078	9.151082554885284e-05	Helicobacter pylori NQ4216
G001582735	151	3475487	4.3447148557885556e-05	Legionella pneumophila BJ7
G001783435	151	954102	0.0001582640011235696	Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_02_FULL_45_11b ASM178343v1
G001781805	151	962580	0.00015687007833115169	Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_12_FULL_45_26 ASM178180v1
G000972805	151	2337820	6.459008820182905e-05	Corynebacterium pseudotuberculosis 226
G000187625	151	1635292	9.233824907111391e-05	Helicobacter suis HS1
G900070165	151	3513289	4.2979669477802706e-05	Legionella pneumophila 2531STDY5467373 10060_4#92
G001781415	151	962770	0.00015683912045452185	Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_01_FULL_45_25 ASM178141v1
G000242915	151	2952682	5.113994666543841e-05	Sulfurimonas gotlandica GD1
G001781375	151	882077	0.00017118686917355288	Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_12_45_16 ASM178137v1
G000763135	151	1905102	7.926084797559395e-05	Helicobacter jaachi MIT 09-6949
G000310245	151	2360313	6.397456608509126e-05	Candidatus Sulfuricurvum sp. RIFRC-1 ASM31024v1
G001708955	151	4466495	3.380726945849038e-05	Candidatus Thiodiazotropha endoloripes isolate G_C
G001548055	151	2698323	5.5960683728374996e-05	Sulfurospirillum cavolei UCH003
G000309945	151	5530491	2.7303181580080324e-05	Oscillatoriales cyanobacterium JSC-12 ASM30994v1
G000018885	151	3155250	4.785674669202123e-05	Renibacterium salmoninarum ATCC 33209
G000764555	151	2015987	7.49012766451371e-05	Francisella sp. FSC1006 ASM76455v1
G000688395	151	2925008	5.162379043065865e-05	Haematomicrobium sanguinis DSM 21259
G000426665	151	2350599	6.423894505187827e-05	Selenomonas artemidis DSM 19719
G000969705	151	5558097	2.716757192254831e-05	Nitriliruptor alkaliphilus DSM 45188
G000188155	151	4726034	3.195067999933983e-05	Methylocystis sp. ATCC 49242 Rockwell
G000190135	151	1975004	7.645554135586561e-05	Methanobrevibacter smithii TS96A
G001292705	151	4057827	3.721203491425337e-05	Marinagarivorans algicola Z1
G000190095	151	1978848	7.630702307605233e-05	Methanobrevibacter smithii TS95C
G000824705	151	1718384	8.787325766534139e-05	Methanobrevibacter smithii ACE6
G000016525	151	1853160	8.148244080381618e-05	Methanobrevibacter smithii ATCC 35061
G000437055	151	1729973	8.72845992394101e-05	Methanobrevibacter smithii CAG:186 MGS186
G000383415	151	4651795	3.246058779460402e-05	Hyphomicrobium zavarzinii ATCC 27496 ZV-622
G000756795	151	2858586	5.28233189416026e-05	Erythrobacter vulgaris IDBA-UD
G001870905	151	4795982	3.148468864145028e-05	Geitlerinema sp. PCC 9228 ASM187090v1
G001957125	151	5691534	2.6530633041988328e-05	Shewanella sp. UCD-KL12 ASM195712v1
G001720135	151	4380693	3.446943211952995e-05	Methylobrevis pamukkalensis PK2
G900112005	151	5119527	2.9494912322954836e-05	Algoriphagus aquimarinus DSM 23399
G000812685	151	3535512	4.270951420897454e-05	Halocynthiibacter namhaensis RA2-3
G001601155	151	3424606	4.409266350640045e-05	Legionella pneumophila NY29
G001643955	151	1753385	8.61191352726298e-05	Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260
G000019285	151	2049711	7.366892210657991e-05	Francisella philomiragia subsp. philomiragia ATCC 25017
G000014245	151	4935185	3.059662403739677e-05	Chelativorans sp. BNC1 ASM1424v1
G000615975	151	4516452	3.343332332547761e-05	Nitratireductor aquibiodomus NL21 = JCM 21793
G001273895	151	4771590	3.1645635941059476e-05	Bacillus sp. FJAT-26652 ASM127389v1
G001574795	151	1859784	8.119222447337971e-05	Francisella tularensis NO-13/2011
G000736415	151	1754638	8.605763695987435e-05	Campylobacter iguaniorum 1485E
G001574495	151	1862501	8.107378197380834e-05	Francisella tularensis NO-4/2011
G000332335	151	8594406	1.7569567925927634e-05	Oscillatoria sp. PCC 10802 ASM33233v1
G001190755	151	1641887	9.196735219902466e-05	Campylobacter ureolyticus RIGS 9880
G000229705	151	1879409	8.034440614044096e-05	Streptococcus mutans TCI-249
G000347835	151	1976204	7.640911565810007e-05	Streptococcus mutans KK23
G001298465	151	1840041	8.206338880492337e-05	Campylobacter concisus ATCC 33237
G900061665	151	3363339	4.489586092867832e-05	Legionella pneumophila 2531STDY5467458
G000383155	151	1967776	7.6736376498138e-05	alpha proteobacterium SCGC AAA076-C03 ASM38315v1
G000948975	151	7420857	2.0348054139838567e-05	Thalassomonas actiniarum A5K-106
G000413415	151	4040949	3.736745997041784e-05	Myroides odoratimimus CCUG 12700
G000706645	151	1534143	9.842628751035595e-05	Bartonella rochalimae ATCC BAA-1498
G000385415	151	2024128	7.460002529484301e-05	Bartonella vinsonii subsp. berkhoffii str. Tweed
G900012635	151	1969648	7.666344443271082e-05	Thermococcus chitonophagus isolate 1
G000442315	151	3163144	4.773731451998392e-05	Rubellimicrobium thermophilum DSM 16684
G000817325	151	2744626	5.50166033550655e-05	Synechococcus sp. UTEX 2973 ASM81732v1
G000376125	151	5643744	2.675528868779307e-05	Martelella mediterranea DSM 17316
G000745175	151	3169519	4.764129825377289e-05	Deinococcus sp. YIM 77859 ASM74517v1
G002020775	151	2371237	6.367984305238152e-05	Solemya velum gill symbiont isolate NJ-SRI12
G000167355	151	3828328	3.9442806363509086e-05	Desulfuromonas acetoxidans DSM 684
G002021235	151	2690024	5.613332817848465e-05	Solemya velum gill symbiont isolate NC-DML14
G900061715	151	3364426	4.488135569039117e-05	Legionella pneumophila 2531STDY5467464
G001497255	151	1580343	9.554887768035167e-05	Campylobacter coli n/a isolate H061680633
G000381545	151	5193701	2.9073679828700188e-05	Rhodonellum psychrophilum GCM71 = DSM 17998
G000381665	151	5147360	2.9335426315625874e-05	Teredinibacter turnerae T8412
G900129315	151	5082244	2.9711285015044535e-05	Aliifodinibius roseus DSM 21986
G000162895	151	2520418	5.991069735258199e-05	Actinomyces sp. oral taxon 848 str. F0332
G001608445	151	1895135	7.967770106087429e-05	Francisella hispaniensis FSC454 CCUG 58020 FHIS001-SEQ-1-ASM-1
G000815025	151	656901	0.00022986720982309358	Coxiella endosymbiont of Amblyomma americanum ASM81502v1
G000963965	151	2910689	5.187775128156942e-05	Acetobacter orientalis 21F-2
G000425465	151	3192093	4.730438618173092e-05	Flavobacterium filum DSM 17961
G001296055	151	4267112	3.5386931489025836e-05	Novosphingobium sp. AAP93 ASM129605v1
G001467645	151	2545646	5.93169670881183e-05	Legionella geestiana ATCC 49504
G000144935	151	2335113	6.46649648218309e-05	Corynebacterium pseudotuberculosis 1002
G000960475	151	5761811	2.6207038030230425e-05	Nocardioides luteus BAFB
G001295935	151	3450043	4.3767570433180105e-05	alpha proteobacterium AAP81b ASM129593v1
G000696365	151	1657692	9.109050414672931e-05	Rickettsia buchneri ISO7
G000422325	151	2836070	5.324269147094395e-05	Marinospirillum minutulum DSM 6287
G000772945	151	4047197	3.730977266488387e-05	Lysinibacillus manganicus DSM 26584
G000284075	151	1305467	0.00011566742016458478	Rickettsia rhipicephali str. 3-7-female6-CWPP
G000964995	151	1438374	0.00010497965063328453	Rickettsia amblyommatis str. Darkwater
G002020725	151	2369747	6.371988233343053e-05	Solemya velum gill symbiont isolate NJ-SRI4
G000341895	151	3646098	4.141413642749043e-05	Desulfovibrio piezophilus C1TLV30 type strain: C1TLV30
G900061725	151	3365323	4.4869392923056715e-05	Legionella pneumophila 2531STDY5467465
G001897035	151	3818148	3.954796932963311e-05	Bacteroidales bacterium 45-6 ASM189703v1
G900065905	151	3438575	4.3913539765745986e-05	Legionella pneumophila 2532STDY5467632
G001957175	151	4529917	3.333394408771728e-05	Colwellia sp. UCD-KL20 ASM195717v1
G001310275	151	7198456	2.0976720563409708e-05	Nocardia arizonensis W9405
G000025265	151	6359369	2.374449414713944e-05	Conexibacter woesei DSM 14684
G000599865	151	3807137	3.9662349949581534e-05	Deinococcus phoenicis 1P10ME
G000170295	151	1800530	8.386419554242363e-05	Francisella tularensis subsp. holarctica URFT1
G001312345	151	3696254	4.085217087353845e-05	Methylogaea oryzae JCM 16910
G000815225	151	1661527	9.088025653510294e-05	Allofrancisella guangzhouensis 08HL01032
G002021265	151	2534127	5.9586595304813056e-05	Solemya velum gill symbiont isolate NC-DML15
G000319575	151	1739487	8.680720235333751e-05	Spiribacter salinus M19-40
G900061695	151	3362234	4.491061597735315e-05	Legionella pneumophila 2531STDY5467462
G000215955	151	3760335	4.0155996739652184e-05	Salinisphaera shabanensis E1L3A
G900060365	151	3514819	4.2960960436369556e-05	Legionella pneumophila 2531STDY5467373 10771_1#92
G000158095	151	5504826	2.743047645829314e-05	Labrenzia alexandrii DFL-11
G001720165	151	2846920	5.303977631967179e-05	Methylophaga muralis Bur 1
G001695855	151	6521514	2.3154132613991168e-05	Ensifer sp. LC163 LC163_v1
G001404055	151	5993248	2.5195019461901127e-05	Labrenzia alba CECT 7551
G000770585	151	3070855	4.917197327780048e-05	Legionella norrlandica LEGN
G000043285	151	705557	0.00021401530988991675	Candidatus Blochmannia floridanus ASM4328v1
G002021255	151	2532469	5.962560647336651e-05	Solemya velum gill symbiont isolate NC-DML16
G001481675	151	2337529	6.459812904994976e-05	Corynebacterium pseudotuberculosis MEX25
G000740095	151	1609835	9.379843275863676e-05	Helicobacter pylori YN1-91
G000152065	151	2337730	6.459257484825023e-05	Corynebacterium pseudotuberculosis I19
G000518105	151	1787929	8.445525521427304e-05	Bartonella vinsonii subsp. berkhoffii ATCC 51672
G001481755	151	2335773	6.464669297915507e-05	Corynebacterium pseudotuberculosis E56
G000424625	151	5695417	2.651254508668988e-05	Conexibacter woesei Iso977N
G001805365	151	1333919	0.00011320027677842508	Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_24 ASM180536v1
G001867045	151	2403502	6.28249945288167e-05	Corynebacterium pseudotuberculosis 35
G000332295	151	5742264	2.629624830902933e-05	Fortiea contorta PCC 7126
G900101825	151	4428167	3.409988828334614e-05	Aquimonas voraii DSM 16957
G000709775	151	1439147	0.00010492326357210209	Bartonella bacilliformis Cond044
G000278255	151	1571225	9.61033588442139e-05	Bartonella melophagi K-2C
G001942005	151	2320101	6.50833735255491e-05	Corynebacterium pseudotuberculosis PA07
G001768885	151	764372	0.00019754779086622744	Alphaproteobacteria bacterium RIFCSPLOWO2_01_FULL_45_8 ASM176888v1
G000317575	151	5544990	2.7231789417113466e-05	Stanieria cyanosphaera PCC 7437
G000591415	151	4049952	3.728439250638032e-05	Cobetia crustatorum JO1
G002020795	151	2605925	5.794487561998139e-05	Solemya velum gill symbiont isolate MD-SB28
G000010405	151	1022154	0.00014772725049258723	Candidatus Vesicomyosocius okutanii HA
G001873875	151	896114	0.00016850534641797807	Candidatus Moranbacteria bacterium CG2_30_41_165 ASM187387v1
G000225445	151	653223	0.0002311614869654008	Buchnera aphidicola str. Ak (Acyrthosiphon kondoi) Ak
G000007025	151	1268755	0.00011901430930321457	Rickettsia conorii str. Malish 7
G000620665	151	2785891	5.420168987228861e-05	Sphingomonas sp. URHD0057 ASM62066v1
G000426645	151	5820860	2.5941183948763585e-05	Nakamurella lactea DSM 19367
G000802235	151	4416081	3.419321339441011e-05	Sinomonas humi MUSC 117
G000385115	151	1020980	0.00014789711845481792	Oceanospirillales bacterium SCGC AAA298-N10 ASM38511v1
G900053355	151	3503195	4.31035097960576e-05	Legionella pneumophila 2531STDY5467329
G001813085	151	2064328	7.314729054685109e-05	Actinomyces sp. HMSC065F11 ASM181308v1
G001586785	151	4306091	3.506660681346493e-05	Sphaerospermopsis aphanizomenoides BCCUSP55
G000284155	151	1323280	0.0001141103923583822	Rickettsia australis str. Cutlack
G000255355	151	1417115	0.00010655451392441687	Rickettsia helvetica C9P9
G000331245	151	3616216	4.1756355261964444e-05	Blastomonas sp. AAP53 BlaAAP53ver1.0
